Date,Close,Open,High,Low,Volume,ret_1d,ret_5d,ma_10,ma_dist_10,volatility_10d,vol_chg_1d,vol_ma_10,vol_ratio_10,target_5d
2019-10-29,2194.85,2121.5,2201.7,2121.5,5064173,0.037410786028264864,0.06992785414838631,2081.1,0.054658594012781704,0.013249693989687901,21.56550411948971,3214421.6,1.5754538857006186,0.003189284005740811
2019-10-30,2252.8,2225.0,2260.0,2176.85,5195136,0.026402715447525038,0.08825660596106477,2102.65,0.07140988752288782,0.014420930280727126,0.025860688408551713,3507804.2,1.4810222303742038,-0.028542258522727404
2019-10-31,2269.65,2250.0,2284.95,2237.0,4879261,0.00747958096590895,0.0901296829971181,2124.975,0.06808315391945796,0.014319003582198214,-0.060802065624461,3692322.1,1.3214613643809676,-0.03714229066155583
2019-11-01,2200.9,2264.0,2275.0,2195.0,4172620,-0.030291014033000718,0.03574201745923444,2141.97,0.027512056658123268,0.018653730780992164,-0.14482541516020564,3727706.7,1.119353086443201,-0.03223681221318564
2019-11-04,2193.95,2207.0,2229.2,2180.9,2646411,-0.003157799082193824,0.036985394904759605,2155.63,0.017776705649856287,0.018892465948169943,-0.36576755132267014,3683557.7,0.7184388614300788,-0.04238929784179224
2019-11-05,2201.85,2197.0,2211.0,2169.0,2693475,0.0036008113220447058,0.003189284005740811,2170.675,0.014361892038190759,0.018639525419638227,0.017784085691904927,3397654.7,0.7927453604982283,-0.010559302404795967
2019-11-06,2188.5,2200.0,2210.8,2179.0,2540719,-0.00606308331630212,-0.028542258522727404,2182.5150000000003,0.0027422491941634635,0.01908421190958858,-0.05671335356741758,3416913.2,0.7435714199588096,0.003792551976239622
2019-11-07,2185.35,2204.5,2204.5,2175.2,1915598,-0.0014393420150788927,-0.03714229066155583,2192.85,-0.003420206580477461,0.019218770451360744,-0.2460409828871276,3328605.9,0.5754955851036616,-0.004987759397808156
2019-11-08,2129.95,2189.6,2189.6,2124.0,2788759,-0.025350630333813795,-0.03223681221318564,2193.35,-0.028905555428910157,0.02052569319274431,0.45581640824431857,3212057.3,0.8682158316416086,0.010634052442545672
2019-11-11,2100.95,2135.0,2139.0,2091.0,2983768,-0.013615343083170917,-0.04238929784179224,2191.875,-0.04148274878813809,0.020969392594146,0.06992680256701989,3487992.0,0.8554400354129252,0.0037364049596613214
2019-11-13,2178.6,2118.0,2183.8,2118.0,3823365,0.03695947071562866,-0.010559302404795967,2190.25,-0.005319027508275353,0.02087901819639021,0.28138816422724555,3363911.2,1.136583213017038,-0.03215367667309266
2019-11-14,2196.8,2187.5,2200.0,2146.7,2995915,0.008353988800146928,0.003792551976239622,2184.65,0.0055615315954501135,0.018984639017802358,-0.21641930603015924,3143989.1,0.952902476665711,-0.03582483612527321
2019-11-15,2174.45,2196.0,2211.5,2168.75,2724180,-0.010173889293518035,-0.004987759397808156,2175.13,-0.00031262499252931596,0.018788572978139594,-0.09070183900411055,2928481.0,0.9302365287669614,-0.04725332842787833
2019-11-18,2152.6,2178.4,2187.75,2148.75,1611089,-0.010048518016050001,0.010634052442545672,2170.3,-0.008155554531631696,0.016620769986212872,-0.40859671534186437,2672327.9,0.6028784865809319,-0.03302982439840185
2019-11-19,2108.8,2153.0,2154.65,2105.0,2975313,-0.02034748676019682,0.0037364049596613214,2161.785,-0.02450983793485461,0.017602963787375223,0.8467713453446706,2705218.1,1.0998421901731323,-0.029471737481031934
2019-11-20,2108.55,2121.95,2135.0,2094.5,2894129,-0.00011855083459788585,-0.03215367667309266,2152.4550000000004,-0.020397638975030927,0.01746769858469712,-0.02728586874725447,2725283.5,1.061955205761162,-0.025728581252519533
2019-11-21,2118.1,2112.0,2126.6,2107.4,2052574,0.004529178819567825,-0.03582483612527321,2145.415,-0.012731802471782874,0.017661195829219215,-0.29078005852538014,2676469.0,0.7668962353010627,-0.019238940559935802
2019-11-22,2071.7,2097.0,2107.0,2060.5,3742049,-0.021906425570086485,-0.04725332842787833,2134.05,-0.02921674749888726,0.018604856901483464,0.8231006531311418,2859114.1,1.308814153307138,-0.008905729594053113
2019-11-25,2081.5,2074.55,2084.95,2052.2,2737010,0.004730414635323754,-0.03302982439840185,2129.205,-0.022405076072994346,0.017370630622436448,-0.26857986092646036,2853939.2,0.9590288398575554,-0.029041556569781468
2019-11-26,2046.65,2089.85,2097.9,2035.05,6561580,-0.01674273360557288,-0.029471737481031934,2123.775,-0.03631505220656614,0.017625988413472005,1.3973533162100247,3211720.4,2.043010966957149,0.002125424474140658
2019-11-27,2054.3,2052.0,2071.7,2046.55,2907521,0.003737815454523341,-0.025728581252519533,2111.3450000000003,-0.027018322443750343,0.011397544974444328,-0.5568870607384198,3120136.0,0.9318571369965925,0.01178016842720142
2019-11-28,2077.35,2067.05,2094.4,2060.0,2924429,0.011220367034999512,-0.019238940559935802,2099.4,-0.01050300085738791,0.011821187466585024,0.0058152632431545115,3112987.4,0.9394284731123551,0.02115676222109908
2019-11-29,2053.25,2085.0,2085.0,2045.8,2064271,-0.01160131898813388,-0.008905729594053113,2087.2799999999997,-0.01630351462190015,0.011892140941474807,-0.29412852902224673,3046996.5,0.6774773124944515,0.034262754170217846
2019-12-02,2021.05,2060.0,2067.7,2016.0,3809860,-0.015682454645074895,-0.029041556569781468,2074.125,-0.02558910383896826,0.012251453234874957,0.8456200760462167,3266873.6,1.1662097976487367,0.0194948170505429
2019-12-03,2051.0,2027.7,2062.0,2010.0,4664774,0.014819029712278331,0.002125424474140658,2068.3450000000003,-0.008385931747363353,0.012780789374069441,0.22439512213047208,3435819.7,1.357688821680602,-0.01860068259385672
2019-12-04,2078.5,2053.0,2082.0,2045.5,3334301,0.013408093612871763,0.01178016842720142,2065.3399999999997,0.006371832240696598,0.013762617205262364,-0.285217033022393,3479836.9,0.9581773789455478,-0.01760885253788791
2019-12-05,2121.3,2083.0,2126.8,2068.35,3902721,0.020591772913158612,0.02115676222109908,2065.66,0.02693570093819909,0.015368525594884908,0.17047651066895275,3664851.6,1.064905602180454,-0.047329467779192
2019-12-06,2123.6,2124.0,2128.0,2101.0,1829461,0.0010842407957383227,0.034262754170217846,2070.85,0.025472632011009973,0.01325943295648709,-0.5312344899878828,3473592.8,0.5266768747332733,-0.02465153512902618
2019-12-09,2060.45,2127.95,2127.95,2053.5,2244747,-0.02973723865134681,0.0194948170505429,2068.745,-0.004009677364779165,0.016672240281910177,0.2269990997348399,3424366.5,0.6555218315562893,0.03217743696765285
2019-12-10,2012.85,2060.0,2060.85,2003.25,4520045,-0.02310174961780187,-0.01860068259385672,2065.3650000000002,-0.02542649846395205,0.01744731188511813,1.0136099970286185,3220213.0,1.4036478332333917,0.07556449809970922
2019-12-11,2041.9,2025.4,2048.0,2006.75,4943024,0.0144322726482351,-0.01760885253788791,2064.125,-0.010767274268757903,0.018120592596853315,0.09357849313447097,3423763.3,1.4437399921892966,0.061633772466820114
2019-12-12,2020.9,2051.1,2083.65,1984.0,7137306,-0.010284538909838825,-0.047329467779192,2058.48,-0.018256189032684274,0.017854938231938844,0.44391489905774284,3845051.0,1.8562318159108944,0.1029986639616014
2019-12-13,2071.25,2023.0,2077.4,2007.0,5711133,0.024914641991192088,-0.02465153512902618,2060.2799999999997,0.005324518997417951,0.01947193036110376,-0.1998195117317374,4209737.2,1.3566483437493437,0.07321665660832832
2019-12-16,2126.75,2096.0,2136.0,2080.3,5574177,0.026795413397706636,0.03217743696765285,2070.85,0.02699374652920303,0.020042438728922897,-0.023980530658277432,4386168.9,1.2708532496320422,0.049347596097331525
2019-12-17,2164.95,2126.5,2169.0,2119.0,6059673,0.01796167861760889,0.07556449809970922,2082.245,0.03971914928358571,0.020232157491152942,0.08709734190356722,4525658.8,1.3389593135037048,0.023395459479433667
2019-12-18,2167.75,2174.0,2203.45,2153.0,8251081,0.0012933324095245613,0.061633772466820114,2091.17,0.03662064777134328,0.020075199120122744,0.36163799597767077,5017336.8,1.6445140776676583,0.015776727021104664
2019-12-19,2229.05,2179.8,2236.5,2167.55,6251505,0.028278168608003806,0.1029986639616014,2101.945,0.060470183568076236,0.02089466988812581,-0.24234109445780494,5252215.2,1.190260635169709,-0.013705390188645472
2019-12-20,2222.9,2220.0,2246.7,2208.25,5548338,-0.002759022902133257,0.07321665660832832,2111.875,0.05257176679490978,0.021013051373544676,-0.1124796349039151,5624102.9,0.9865285359554854,-0.017859552836385073
2019-12-23,2231.7,2210.0,2241.95,2210.0,2247329,0.003958792568266478,0.049347596097331525,2129.0,0.0482386096759041,0.017222965217752885,-0.5949545611676866,5624361.1,0.3995705396653853,-0.031366223058654885
2019-12-24,2215.6,2239.0,2243.55,2211.15,1805896,-0.007214231303490526,0.023395459479433667,2149.275,0.030859243233183196,0.014544400188832064,-0.19642562348458992,5352946.2,0.33736487020923167,-0.021664560389962118
2019-12-26,2201.95,2216.4,2229.0,2195.2,1880367,-0.006160859360895499,0.015776727021104664,2165.2799999999997,0.016935454075223563,0.015246754228418648,0.04123770139587224,5046680.5,0.3725948175241131,-0.020118531301800524
2019-12-27,2198.5,2208.0,2226.4,2176.0,2720261,-0.0015667930697790267,-0.013705390188645472,2183.04,0.007081867487540328,0.014327049907228684,0.4466649329625547,4604976.0,0.5907220797676253,0.0009779395042075478
2019-12-30,2183.2,2207.0,2225.0,2177.1,2288830,-0.006959290425290088,-0.017859552836385073,2194.2349999999997,-0.005029087586334123,0.013818378271467301,-0.15859911971682128,4262745.7,0.5369379646550344,0.007901245877610874
2019-12-31,2161.7,2189.0,2197.0,2157.45,1909289,-0.009847929644558495,-0.031366223058654885,2197.73,-0.016394188549093927,0.012275803553188547,-0.16582314981890312,3896256.9,0.49003159930239715,0.020423740574547766
2020-01-01,2167.6,2168.0,2183.9,2154.0,1354908,0.0027293333950131338,-0.021664560389962118,2197.995,-0.01382851189379411,0.01090170151537726,-0.29035991932075234,3425780.4,0.3955034595912803,0.04043642738512654
2020-01-02,2157.65,2179.95,2179.95,2149.2,2380752,-0.004590330319247049,-0.020118531301800524,2196.9849999999997,-0.017904082185358383,0.010993036107555544,0.7571318495425519,2838747.5,0.8386628257708726,0.02627859013278333
2020-01-03,2200.65,2164.0,2223.0,2164.0,4655761,0.019929089518689214,0.0009779395042075478,2194.145,0.0029647083488101786,0.00863625891606365,0.9555842019664376,2679173.1,1.7377604306343624,0.0058619044373253715
2020-01-06,2200.45,2205.0,2225.95,2187.9,3023209,-9.088223933850781e-05,0.007901245877610874,2191.9,0.003900725398056356,0.008625602774117171,-0.3506520201530964,2426660.2,1.2458312045501878,-0.0045899702333612735
2020-01-07,2205.85,2200.5,2214.65,2183.8,2429317,0.0024540434911042297,0.020423740574547766,2189.3149999999996,0.007552590650500414,0.0085425719645915,-0.19644424186352982,2444859.0,0.9936429871824919,0.0004760069814357948
2020-01-08,2255.25,2205.0,2260.0,2202.05,5197454,0.022394995126595152,0.04043642738512654,2193.2799999999997,0.028254486431281124,0.01098292828182587,1.1394712999579717,2784014.8,1.8668916558920594,-0.012570668440305965
2020-01-09,2214.35,2248.75,2251.95,2210.0,3734173,-0.01813546170047675,0.02627859013278333,2194.5199999999995,0.00903614457831343,0.012499015461667576,-0.28153803766228613,2969395.4,1.2575533052957515,0.011041614920857201
2020-01-10,2213.55,2228.0,2234.0,2208.0,1915807,-0.0003612798338111789,0.0058619044373253715,2196.025,0.007980328092804084,0.012481256404939222,-0.48695280052638157,2888950.0,0.6631499333667942,0.002507284678457511
2020-01-13,2190.35,2217.85,2218.95,2184.7,2843893,-0.010480901718958324,-0.0045899702333612735,2196.7400000000002,-0.0029088558500324694,0.012769370342309318,0.4844360627140416,2944456.3,0.9658465639310049,-0.009130960805350696
2020-01-14,2206.9,2195.0,2229.8,2195.0,2948452,0.007555870066427772,0.0004760069814357948,2201.26,0.0025621689396072575,0.012398056331387797,0.03676615118782589,3048372.6,0.9672216578773868,-0.016244505867959558
2020-01-15,2226.9,2213.0,2231.0,2194.2,2620681,0.009062485839865797,-0.012570668440305965,2207.1899999999996,0.008929906351515046,0.012591721938387708,-0.11116714804921357,3174949.9,0.8254243633891672,-0.008981094795455613
2020-01-16,2238.8,2226.95,2249.0,2215.0,3117214,0.005343751403296126,0.011041614920857201,2215.3050000000003,0.010605763089055406,0.012335448142512452,0.18946716521392726,3248596.1,0.9595572684458988,-0.02137305699481884
2020-01-17,2219.1,2240.75,2253.55,2213.0,3281059,-0.008799356798284919,0.002507284678457511,2217.15,0.0008795074758134624,0.011468057936640704,0.05256135767387171,3111125.9,1.054621093926157,-0.016087603082330593
2020-01-20,2170.35,2194.9,2242.2,2156.2,5817599,-0.02196836555360282,-0.009130960805350696,2214.14,-0.019777430514782247,0.013570870739435506,0.7730857628588819,3390564.9,1.7158199803224532,-0.0005068306955099411
